"Packet comments","No.","Time","Source","Destination","Protocol","Length","Info","Data Fragment","USB data","HID Data"
"","354","176.347939","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","355","176.848939","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","356","177.348943","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","357","177.849945","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","358","178.350950","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","359","178.851950","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","360","179.352955","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","361","179.853956","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","362","180.354959","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","363","180.855962","1.4.1","host","USB","128","URB_INTERRUPT in","","04250203c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","364","181.356968","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","365","181.857970","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","366","182.358972","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","367","182.859975","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","368","183.360976","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","369","183.861979","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c208c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","370","184.362983","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c208c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","371","184.863986","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c208cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","372","185.364988","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","373","185.865992","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","374","186.366994","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","375","186.867996","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","376","187.368999","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","377","187.870003","1.4.1","host","USB","128","URB_INTERRUPT in","","04250303c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","378","188.371005","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","379","188.872007","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c208cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","380","189.373010","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","381","189.874013","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","382","190.375016","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","383","190.876019","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","384","191.377022","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","385","191.878024","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","386","192.379030","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","387","192.880032","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","388","193.381034","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","389","193.882036","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","390","194.383039","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","391","194.884042","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","392","195.385045","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c208cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","393","195.886047","1.4.1","host","USB","128","URB_INTERRUPT in","","04250403c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","394","196.387050","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","395","196.888053","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","396","197.389056","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","397","197.890059","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","398","198.391061","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c208c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","399","198.892064","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c208cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","400","199.393067","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","401","199.894070","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","402","200.395073","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","403","200.896076","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","404","201.397079","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","405","201.898083","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","406","202.399084","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","407","202.900088","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","408","203.401168","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","409","203.902093","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","410","204.403096","1.4.1","host","USB","128","URB_INTERRUPT in","","04250603c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","411","204.904101","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","412","205.405103","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","413","205.906104","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","414","206.407107","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","415","206.908110","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","416","207.409113","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","417","207.910116","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c108cd00000078060000021e0000000000000000419100085891000800000081â\200\246",""
"","418","208.411119","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c208c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","419","208.911122","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c208c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","420","209.412124","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","421","209.913128","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","422","210.414131","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","423","210.915137","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","424","211.416138","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","425","211.917139","1.4.1","host","USB","128","URB_INTERRUPT in","","04250703c208c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","426","212.418142","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","427","212.919144","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","428","213.420148","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","429","213.921150","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","430","214.422153","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","431","214.923156","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","432","215.424160","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","433","215.925161","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","434","216.426165","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","435","216.927167","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","436","217.428170","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","437","217.929173","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","438","218.430176","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","439","218.931187","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","440","219.432182","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","441","219.933186","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","442","220.434190","1.4.1","host","USB","128","URB_INTERRUPT in","","04250803c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","443","220.935194","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","444","221.436196","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","445","221.937196","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c208cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","446","222.438203","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","447","222.939203","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","448","223.440208","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","449","223.941207","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","450","224.442210","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","451","224.943216","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","452","225.444216","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","453","225.945222","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","454","226.446222","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","455","226.947226","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","456","227.448229","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c208cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","457","227.949230","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c208cd00000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","458","228.450234","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c208c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","459","228.951236","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c108c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","460","229.452242","1.4.1","host","USB","128","URB_INTERRUPT in","","04250903c008c600000078060000021e0000000032000000250000001900000041910008â\200\246",""
"","461","229.953242","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","462","230.454246","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","463","230.955251","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","464","231.456251","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","465","231.957253","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","466","232.458256","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","467","232.959259","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","468","233.460264","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","469","233.961270","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c208cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","470","234.462268","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","471","234.963271","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","472","235.464273","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","473","235.965276","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","474","236.466279","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","475","236.967282","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","476","237.468285","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","477","237.969288","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","478","238.470291","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","479","238.971294","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c108cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","480","239.472296","1.4.1","host","USB","128","URB_INTERRUPT in","","04260103c208cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","481","239.972299","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","482","240.473302","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","483","240.974307","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008bf00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","484","241.475308","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","485","241.976311","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","486","242.477314","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","487","242.978317","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","488","243.479319","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","489","243.980322","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","490","244.481325","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","491","244.982331","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","492","245.483331","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","493","245.984337","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","494","246.485337","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","495","246.986341","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008bf00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","496","247.487342","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","497","247.988346","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","498","248.489348","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","499","248.990351","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","500","249.491354","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","501","249.992357","1.4.1","host","USB","128","URB_INTERRUPT in","","04260203c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","502","250.493360","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c208cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","503","250.994362","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c208cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","504","251.495369","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","505","251.996370","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","506","252.497373","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","507","252.998376","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","508","253.499379","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","509","254.000380","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","510","254.501383","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","511","255.002387","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","512","255.503388","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","513","256.004395","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","514","256.505398","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","515","257.006454","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","516","257.507400","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","517","258.008403","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","518","258.509406","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","519","259.010409","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","520","259.511412","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","521","260.012415","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","522","260.513417","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","523","261.014420","1.4.1","host","USB","128","URB_INTERRUPT in","","04260403c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","524","261.515423","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","525","262.016426","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","526","262.517430","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","527","263.018435","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c208bf00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","528","263.519435","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","529","264.020439","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c208cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","530","264.521441","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","531","265.022443","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","532","265.523446","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","533","266.024449","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c208cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","534","266.525452","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","535","267.026455","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","536","267.527460","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","537","268.028460","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","538","268.529464","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","539","269.030470","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c208cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","540","269.531472","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","541","270.032473","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","542","270.533476","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","543","271.033478","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","544","271.534481","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","545","272.035484","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c008cd00000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","546","272.536486","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","547","273.037490","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","548","273.538496","1.4.1","host","USB","128","URB_INTERRUPT in","","04260503c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","549","274.039496","1.4.1","host","USB","128","URB_INTERRUPT in","","04260703c208c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","550","274.540498","1.4.1","host","USB","128","URB_INTERRUPT in","","04260703c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
"","551","275.041501","1.4.1","host","USB","128","URB_INTERRUPT in","","04260703c108c600000078060000021e0000000032000000260000001900000041910008â\200\246",""
